Closed Time,Created Time,Department,Ticket Id,Due by Time,First Response Time (in Hrs),First Response Status,Group,Impact,Priority,Requester Email,Resolution Status,Resolution Time (in Hrs),Agent,Type,Urgency
1/27/23 16:35,1/26/23 15:30,Information Technology Services,96442,7/2/24 16:09,0:26:06,Within SLA,AD - CampusVue,Low,Low,6617,Within SLA,0:26:16,2741,Incident,Low
2/3/23 17:34,1/26/23 16:40,Music,96443,2/7/23 16:41,9:55:46,Within SLA,SD - FT - Employee Hardware Support,Low,Medium,4006,Within SLA,45:19:48,7274,Incident,Low
1/28/23 10:34,1/26/23 17:14,Controller's Office,96444,7/2/24 14:58,2:02:23,Within SLA,AD - CampusVue,Low,Low,2668,Within SLA,2:02:23,6342,Incident,Low
1/26/23 17:30,1/26/23 17:30,,96445,3/9/23 17:00,0:00:00,,NT - General,Medium,Low,7401,Within SLA,0:00:00,7107,Incident,Low
1/28/23 14:34,1/26/23 19:36,Dayton School of Business,96446,2/16/23 11:10,0:24:41,Within SLA,SD - FT - Employee Software Support,Low,Low,9325,Within SLA,5:50:11,7107,Incident,Low
3/9/23 9:59,1/26/23 23:23,Controller's Office,96447,7/2/24 8:00,1:18:25,Within SLA,AD - CampusVue,Low,Low,2668,Within SLA,262:59:35,6342,Incident,Low
1/28/23 10:34,1/26/23 23:46,Controller's Office,96448,7/2/24 15:24,1:36:18,Within SLA,AD - General,Low,Low,2668,Within SLA,1:36:28,8674,Incident,Low
1/28/23 10:34,1/27/23 0:01,Information Technology Services,96449,2/16/23 14:35,0:00:00,,SD - FT - Employee Hardware Support,Low,Low,4045,Within SLA,2:25:33,7107,Incident,Low
1/27/23 2:11,1/27/23 2:11,,96450,2/15/23 17:00,0:00:00,,System Inbox (Waiting to be Assigned),Low,Low,9951,Within SLA,0:00:00,7107,Incident,Low
1/27/23 6:33,1/27/23 6:33,,96451,3/9/23 17:00,0:00:00,,NT - General,Medium,Low,7401,Within SLA,0:00:00,7107,Incident,Low
1/27/23 10:03,1/27/23 7:59,Information Technology Services,96453,1/27/23 16:00,0:00:00,,NT - General,Medium,Urgent,2101,Within SLA,2:03:56,7107,Service Request,High
1/28/23 16:35,1/27/23 8:50,Adult Professional Studies,96454,2/16/23 10:01,1:45:59,Within SLA,SD - FT - Employee Mobile Devices ,Low,Low,5196,Within SLA,6:59:31,7107,Incident,Low
8/23/23 14:07,1/27/23 8:51,Information Technology Services,96455,3/10/23 8:51,0:00:00,,NT - Dorms,Medium,Low,2101,SLA Violated,1310:15:07,7107,Incident,Low
8/23/23 14:07,1/27/23 8:53,Information Technology Services,96456,3/10/23 8:54,0:00:00,,NT - Dorms,Medium,Low,2101,SLA Violated,1310:13:35,7107,Incident,Low
8/23/23 14:07,1/27/23 8:55,Information Technology Services,96457,3/10/23 8:55,0:00:00,,NT - Dorms,Medium,Low,2101,SLA Violated,1310:11:57,7107,Incident,Low
8/23/23 14:07,1/27/23 8:57,Information Technology Services,96458,3/10/23 8:57,0:00:00,,NT - Dorms,Medium,Low,2101,SLA Violated,1310:10:02,7107,Incident,Low
5/4/23 16:34,1/27/23 8:59,Information Technology Services,96459,3/10/23 8:59,610:14:45,SLA Violated,NT - Dorms,Medium,Low,2101,SLA Violated,610:14:45,7107,Incident,Low
5/2/23 17:34,1/27/23 9:00,Information Technology Services,96460,3/10/23 9:00,592:41:41,SLA Violated,NT - Dorms,Medium,Low,2101,SLA Violated,592:41:41,7107,Incident,Low
5/12/23 8:34,1/27/23 9:02,Information Technology Services,96461,3/10/23 9:02,0:00:00,,NT - Dorms,Medium,Low,2101,SLA Violated,656:11:00,7107,Incident,Low
5/2/23 17:34,1/27/23 9:03,Information Technology Services,96462,3/10/23 9:03,592:37:27,SLA Violated,NT - Dorms,Medium,Low,2101,SLA Violated,592:37:27,7107,Incident,Low
8/23/23 14:07,1/27/23 9:05,Information Technology Services,96463,3/10/23 9:06,0:00:00,,NT - Dorms,Medium,Low,2101,SLA Violated,1310:01:30,6987,Incident,Low
3/10/23 8:34,1/27/23 10:08,Information Technology Services,96464,3/13/23 10:23,4:10:48,Within SLA,NT - General,Medium,Low,3761,Within SLA,259:11:52,7107,Incident,Low
,1/27/23 10:16,Information Technology Services,96465,3/14/23 8:16,3:58:01,Within SLA,NT - General,Medium,Low,3761,,,3588,Incident,Low
1/27/23 10:30,1/27/23 10:30,,96466,3/10/23 10:30,0:00:00,,NT - General,Medium,Low,7401,Within SLA,0:00:01,7107,Incident,Low
2/1/23 9:34,1/27/23 11:24,Information Technology Services,96467,2/17/23 11:47,0:00:00,,SD - FT - Employee Software Support,Low,Low,3761,Within SLA,15:47:36,7107,Incident,Low
2/14/23 10:34,1/27/23 11:26,Information Technology Services,96468,2/2/23 11:26,0:00:00,,SD - MS - Media Services,Low,High,3761,SLA Violated,97:20:22,7107,Incident,Low
4/15/23 12:35,1/27/23 11:27,Christian Studies and Philosophy,96469,2/2/23 11:27,0:29:41,Within SLA,SD - FT - Employee Software Support,Low,High,9350,SLA Violated,495:26:48,7107,Incident,Low
1/28/23 15:34,1/27/23 11:51,"Media, Journalism, and Digital Storytelling",96470,2/16/23 14:08,1:00:56,Within SLA,SD - FT - Employee Software Support,Low,Low,4988,Within SLA,2:52:10,7274,Incident,Low
1/27/23 12:30,1/27/23 12:30,,96471,3/10/23 12:30,0:00:00,,NT - General,Medium,Low,7401,Within SLA,0:00:01,7107,Incident,Low
1/31/23 9:23,1/27/23 12:38,,96472,2/16/23 12:38,0:00:00,,SD - FT - Employee Software Support,Low,Low,9157,Within SLA,14:45:00,7274,Incident,Low
2/4/23 16:34,1/27/23 12:55,Athletics,96473,2/20/23 15:12,28:48:28,Within SLA,SD - DC - Graphic Design,Low,Low,6418,Within SLA,28:48:28,7107,Incident,Low
,1/27/23 13:53,Dayton School of Business,96474,2/2/23 13:53,0:41:27,Within SLA,SD - LS - Maintenance and Deployments,Medium,High,9325,,,1344,Incident,Low
2/15/23 9:34,1/27/23 14:30,,96476,2/15/23 21:00,0:06:21,Within SLA,SD - ES - Event Support,Low,High,9996,Within SLA,102:30:35,2863,Service Request,Low
1/28/23 0:35,1/27/23 14:50,,96478,3/10/23 14:51,0:00:00,,NT - General,Medium,Low,7401,Within SLA,2:09:49,7107,Incident,Low
,1/27/23 15:08,Controller's Office,96479,7/2/24 15:09,0:00:00,,AD - General,Low,Low,4283,,,8674,Incident,Low
1/28/23 16:35,1/27/23 15:18,Information Technology Services,96480,3/10/23 16:29,0:08:12,Within SLA,NT - General,Medium,Low,5628,Within SLA,0:31:18,3588,Incident,Low
1/30/23 16:35,1/27/23 15:20,,96481,2/17/23 16:32,0:02:28,Within SLA,SD - SS - Student Support,Low,Low,7572,Within SLA,0:03:19,7107,Incident,Low
1/31/23 16:34,1/27/23 15:29,,96482,2/17/23 16:26,0:09:52,Within SLA,SD - SS - Student Support,Low,Low,4645,Within SLA,9:08:51,7107,Incident,Low
2/2/23 9:35,1/27/23 15:46,Student Life,96483,3/15/23 10:47,0:59:55,Within SLA,NT - General,Medium,Low,2668,Within SLA,7:48:07,7107,Incident,Low
2/8/23 10:34,1/27/23 16:53,Strategic Communications,96484,3/14/23 8:25,56:07:18,SLA Violated,NT - General,Medium,Low,5310,Within SLA,56:09:57,7107,Incident,Low
1/27/23 17:31,1/27/23 17:31,,96485,3/10/23 17:00,0:00:00,,NT - General,Medium,Low,7401,Within SLA,0:00:00,7107,Incident,Low
1/28/23 2:11,1/28/23 2:11,,96486,2/16/23 17:00,0:00:00,,System Inbox (Waiting to be Assigned),Low,Low,9951,Within SLA,0:00:00,7107,Incident,Low
2/3/23 16:34,1/28/23 9:05,,96487,2/7/23 8:17,0:00:00,,NT - General,Medium,Medium,6247,Within SLA,35:17:45,7107,Incident,Low
,1/28/23 10:16,Adult Professional Studies,96488,7/3/24 8:00,9:00:00,Within SLA,AD - CampusVue,Low,Low,5196,,,6342,Incident,Low
1/31/23 13:35,1/29/23 0:00,Information Technology Services,96489,2/20/23 8:23,0:00:00,,SD - FT - Employee Hardware Support,Low,Low,4045,Within SLA,5:12:09,7107,Incident,Low
1/30/23 4:31,1/30/23 4:31,,96490,3/10/23 17:00,0:00:00,,NT - General,Medium,Low,7401,Within SLA,0:00:00,7107,Incident,Low
1/30/23 6:30,1/30/23 6:30,,96491,3/10/23 17:00,0:00:00,,NT - General,Medium,Low,7401,Within SLA,0:00:00,7107,Incident,Low
1/30/23 9:35,1/30/23 7:59,Information Technology Services,96492,1/30/23 16:00,0:00:00,,NT - General,Medium,Urgent,2101,Within SLA,1:35:30,7107,Service Request,High
2/1/23 9:34,1/30/23 8:57,Human Resources,96493,2/20/23 9:25,4:59:27,Within SLA,SD - FT - Employee Lifecycle,Low,Low,4110,Within SLA,9:09:39,7107,Incident,Low
2/3/23 9:35,1/30/23 9:58,Adult Professional Studies,96495,2/9/23 10:45,4:05:47,Within SLA,SD - FT - Course Evaluations,Low,Medium,5196,Within SLA,25:50:53,7107,Incident,Low
2/1/23 14:36,1/30/23 10:13,Center for Academic Excellence,96496,2/20/23 10:39,0:00:00,,SD - FT - Employee Hardware Support,Low,Low,8062,Within SLA,12:57:07,7107,Incident,Low
1/30/23 10:30,1/30/23 10:30,,96497,3/13/23 10:30,0:00:00,,NT - General,Medium,Low,7401,Within SLA,0:00:03,7107,Incident,Low
1/30/23 13:58,1/30/23 11:31,,96498,3/13/23 11:32,0:00:00,,NT - General,Medium,Low,9342,Within SLA,2:27:17,3588,Incident,Low
1/30/23 13:58,1/30/23 11:31,Information Technology Services,96499,3/13/23 11:31,0:00:00,,NT - General,Medium,Low,4045,Within SLA,2:27:02,3588,Incident,Low
1/30/23 13:58,1/30/23 11:32,,96500,3/13/23 11:32,0:00:00,,NT - General,Medium,Low,9342,Within SLA,2:26:02,3588,Incident,Low
1/30/23 13:58,1/30/23 11:32,Information Technology Services,96501,3/13/23 11:33,0:00:00,,NT - General,Medium,Low,4045,Within SLA,2:25:52,3588,Incident,Low
5/24/23 12:18,1/30/23 12:01,"Safety, Security, and Switchboard",96502,2/3/23 12:01,0:01:56,Within SLA,SD - FT - Employee Software Support,Low,High,5662,SLA Violated,729:16:33,7274,Incident,Low
1/30/23 13:58,1/30/23 12:05,Information Technology Services,96503,3/13/23 12:05,0:00:00,,NT - General,Medium,Low,2101,Within SLA,1:52:55,4805,Incident,Low
1/30/23 12:30,1/30/23 12:30,,96506,3/13/23 12:30,0:00:00,,NT - General,Medium,Low,7401,Within SLA,0:00:01,7107,Incident,Low
1/31/23 9:23,1/30/23 12:39,,96507,2/17/23 12:39,0:00:00,,SD - FT - Employee Software Support,Low,Low,9157,Within SLA,5:43:41,7274,Incident,Low
3/23/23 10:35,1/30/23 13:18,Financial Aid,96509,7/5/24 13:37,5:52:57,Within SLA,AD - CampusVue,Low,Low,5561,Within SLA,329:58:42,2741,Incident,Low
1/31/23 14:34,1/30/23 13:36,Information Technology Services,96510,2/20/23 14:02,0:00:00,,System Inbox (Waiting to be Assigned),Low,Low,3761,Within SLA,0:32:57,7107,Incident,Low
1/31/23 14:34,1/30/23 13:36,School of Education,96511,2/20/23 14:01,0:32:34,Within SLA,System Inbox (Waiting to be Assigned),Low,Low,5621,Within SLA,0:33:29,7107,Incident,Low
1/30/23 13:51,1/30/23 13:36,,96512,2/17/23 13:37,0:00:00,,System Inbox (Waiting to be Assigned),Low,Low,7354,Within SLA,0:14:45,7107,Incident,Low
1/31/23 15:34,1/30/23 13:57,Music,96513,2/20/23 14:25,0:00:00,,SD - FT - Employee Hardware Support,Low,Low,4110,Within SLA,1:09:55,7274,Incident,Low
1/31/23 16:34,1/30/23 13:57,Music,96514,3/14/23 14:38,0:26:07,Within SLA,NT - General,Medium,Low,4110,Within SLA,1:56:07,7107,Incident,Low
1/31/23 14:34,1/30/23 13:57,Music,96515,7/5/24 14:11,0:23:01,Within SLA,AD - General,Low,Low,4110,Within SLA,0:23:10,2741,Incident,Low
2/1/23 9:34,1/30/23 13:57,,96517,2/20/23 14:24,0:00:00,,SD - FT - Employee Software Support,Low,Low,5993,Within SLA,4:10:10,7107,Incident,Low
2/1/23 14:36,1/30/23 13:57,,96518,7/5/24 14:18,2:04:13,Within SLA,AD - Portal,Low,Low,4136,Within SLA,9:18:33,8674,Incident,Low
1/30/23 14:17,1/30/23 14:14,,96519,7/3/24 16:57,0:00:00,,AD - General,Low,Low,2770,Within SLA,0:03:11,8674,Incident,Low
1/31/23 16:34,1/30/23 14:15,,96520,3/14/23 15:09,1:24:16,Within SLA,NT - General,Medium,Low,1645,Within SLA,1:25:32,6987,Incident,Low
1/30/23 15:01,1/30/23 15:01,,96522,3/13/23 15:01,0:00:00,,NT - General,Medium,Low,7401,Within SLA,0:00:01,7107,Incident,Low
1/31/23 9:33,1/30/23 15:40,,96523,2/17/23 15:40,2:53:04,Within SLA,SD - FT - Employee Hardware Support,Low,Low,2678,Within SLA,2:53:03,7107,Incident,Low
4/14/23 10:35,1/30/23 15:43,Institutional Advancement and Development,96524,3/30/23 10:30,0:12:36,Within SLA,SD - ES - Event Support,Low,High,5353,SLA Violated,471:21:48,9243,Service Request,Low
1/30/23 17:30,1/30/23 17:30,,96525,3/13/23 17:00,0:00:00,,NT - General,Medium,Low,7401,Within SLA,0:00:00,7107,Incident,Low
2/4/23 15:34,1/30/23 17:42,,96526,2/20/23 9:45,5:10:09,Within SLA,SD - SS - Student Support,Low,Low,7300,Within SLA,34:15:50,7107,Incident,Low
1/31/23 13:12,1/30/23 19:29,,96527,2/20/23 8:00,0:00:00,,SD - SS - Student Support,Low,Low,2939,Within SLA,5:12:58,7107,Incident,Low
1/31/23 6:30,1/31/23 6:30,,96530,3/13/23 17:00,0:00:00,,NT - General,Medium,Low,7401,Within SLA,0:00:00,7107,Incident,Low
1/31/23 9:41,1/31/23 7:59,Information Technology Services,96531,1/31/23 16:00,0:00:00,,NT - General,Medium,Urgent,2101,Within SLA,1:41:22,7107,Service Request,High
2/10/23 17:34,1/31/23 9:07,Adult Professional Studies,96532,2/9/23 9:07,1:13:43,Within SLA,SD - FT - Employee Hardware Support,Low,Medium,9185,SLA Violated,70:51:19,7274,Incident,Low
2/3/23 11:35,1/31/23 9:39,,96533,2/23/23 10:53,0:42:02,Within SLA,SD - SS - Student Support,Low,Low,8644,Within SLA,0:42:23,7107,Incident,Low
2/4/23 12:34,1/31/23 9:44,Human Resources,96534,2/20/23 14:52,6:26:20,Within SLA,SD - FT - Employee Lifecycle,Low,Low,8480,Within SLA,29:08:02,7107,Incident,Low
2/4/23 12:34,1/31/23 9:54,Human Resources,96535,2/20/23 15:05,6:02:25,Within SLA,SD - FT - Employee Lifecycle,Low,Low,6708,Within SLA,28:55:47,7107,Incident,Low
2/4/23 8:34,1/31/23 9:57,Dayton School of Business,96536,2/21/23 9:28,1:54:42,Within SLA,SD - FT - Employee Software Support,Low,Low,4081,Within SLA,25:32:36,7107,Incident,Low
1/31/23 11:51,1/31/23 10:09,Dayton School of Business,96537,2/20/23 10:09,1:42:56,Within SLA,SD - FT - Employee Software Support,Low,Low,4081,Within SLA,1:42:55,7107,Incident,Low
1/31/23 10:30,1/31/23 10:30,,96538,3/14/23 10:30,0:00:00,,NT - General,Medium,Low,7401,Within SLA,0:00:07,7107,Incident,Low
4/25/23 10:38,1/31/23 10:51,Information Technology Services,96539,2/20/23 10:51,2:32:00,Within SLA,SD - FT - Card System (Transact),Low,Low,6617,SLA Violated,521:44:45,7107,Incident,Low
2/2/23 11:34,1/31/23 11:50,Information Technology Services,96543,2/22/23 10:06,0:00:00,,System Inbox (Waiting to be Assigned),Low,Low,3761,Within SLA,1:28:20,7107,Incident,Low
2/2/23 11:34,1/31/23 11:56,,96544,7/9/24 10:18,0:00:00,,SPAM Email,Medium,Low,6282,Within SLA,1:16:31,7107,Incident,Low
1/31/23 12:30,1/31/23 12:30,,96545,3/14/23 12:30,0:00:00,,NT - General,Medium,Low,7401,Within SLA,0:00:00,7107,Incident,Low
2/7/23 16:35,1/31/23 13:54,,96546,2/1/23 23:59,0:09:50,Within SLA,SD - ES - Event Support,Low,Low,7676,SLA Violated,38:26:46,9243,Incident,Low
3/3/23 9:34,1/31/23 14:39,Institutional Advancement and Development,96547,7/8/24 15:26,192:08:51,Within SLA,SD - FT - Mazévo,Low,Low,1912,Within SLA,192:08:58,7107,Incident,Low
1/31/23 14:51,1/31/23 14:51,,96548,3/14/23 14:51,0:00:00,,NT - General,Medium,Low,7401,Within SLA,0:00:01,7107,Incident,Low
2/1/23 15:35,1/31/23 14:53,Center for Academic Excellence,96549,2/21/23 15:00,0:00:00,,SD - FT - Employee Software Support,Low,Low,8062,Within SLA,0:35:59,7107,Incident,Low
2/28/23 8:34,1/31/23 15:01,Residence Life,96550,2/20/23 15:01,1:07:45,Within SLA,SD - ES - Event Support,Low,Low,1454,SLA Violated,164:17:24,7107,Incident,Low
2/14/23 10:34,1/31/23 15:36,Human Resources,96551,2/9/23 15:36,7:15:49,Within SLA,SD - FT - Employee Lifecycle,Low,Medium,2723,SLA Violated,75:34:18,7107,Incident,Low
2/3/23 11:35,1/31/23 15:40,Registrar,96552,3/15/23 16:34,0:00:00,,NT - General,Medium,Low,2965,Within SLA,13:01:37,7107,Incident,Low
2/2/23 12:36,1/31/23 15:56,Music,96553,2/21/23 16:49,0:00:00,,SD - FT - Employee Hardware Support,Low,Low,6708,Within SLA,4:47:11,7274,Incident,Low
2/1/23 16:35,1/31/23 15:57,Music,96554,3/15/23 15:59,0:09:05,Within SLA,NT - General,Medium,Low,6708,Within SLA,0:36:37,7107,Incident,Low
2/4/23 12:34,1/31/23 15:57,Music,96555,7/8/24 12:18,0:00:00,,AD - General,Low,Low,6708,Within SLA,22:42:41,2741,Incident,Low
2/2/23 9:35,1/31/23 16:10,Dayton School of Business,96557,3/16/23 8:08,0:32:07,Within SLA,NT - General,Medium,Low,8480,Within SLA,1:27:27,7107,Incident,Low
2/4/23 11:35,1/31/23 16:10,Dayton School of Business,96558,7/8/24 12:38,22:22:36,Within SLA,AD - General,Low,Low,8480,Within SLA,22:22:53,2741,Incident,Low
2/1/23 14:45,1/31/23 16:10,,96559,2/20/23 16:10,0:00:00,,SD - FT - Employee Software Support,Low,Low,4661,Within SLA,7:34:49,7107,Incident,Low
2/1/23 17:34,1/31/23 16:47,,96560,2/21/23 16:48,0:00:00,,System Inbox (Waiting to be Assigned),Low,Low,5372,Within SLA,0:12:02,7107,Incident,Low
2/1/23 17:34,1/31/23 16:48,"Media, Journalism, and Digital Storytelling",96561,7/8/24 16:59,0:00:00,,SPAM Email,Medium,Low,4988,Within SLA,0:01:20,7107,Incident,Low
2/1/23 17:34,1/31/23 17:01,Communication and Theatre Arts,96562,7/8/24 17:00,0:00:00,,SPAM Email,Medium,Low,9908,Within SLA,0:00:00,7107,Incident,Low
2/1/23 17:34,1/31/23 17:04,Kinlaw Library,96563,2/7/23 17:00,0:00:00,,System Inbox (Waiting to be Assigned),Medium,High,2195,Within SLA,0:00:00,7107,Incident,High
1/31/23 17:30,1/31/23 17:30,,96564,3/14/23 17:00,0:00:00,,NT - General,Medium,Low,7401,Within SLA,0:00:00,7107,Incident,Low
2/2/23 13:34,1/31/23 18:05,,96565,2/9/23 8:22,0:00:00,,NT - General,Medium,Medium,6840,Within SLA,5:12:24,3588,Incident,Low
2/7/23 18:15,1/31/23 20:41,,96566,2/1/23 20:30,0:00:00,,SD - SS - Checkouts,Low,Medium,2939,SLA Violated,45:00:00,7107,Service Request,High
2/2/23 9:35,2/1/23 0:00,Information Technology Services,96567,2/22/23 8:25,0:00:00,,SD - FT - Employee Hardware Support,Low,Low,4045,Within SLA,1:10:52,7107,Incident,Low
2/2/23 0:34,2/1/23 0:22,Institutional Advancement and Development,96568,7/8/24 17:00,0:00:00,,SPAM Email,Medium,Low,7541,Within SLA,0:00:00,7107,Incident,Low
2/1/23 6:33,2/1/23 6:33,,96569,3/14/23 17:00,0:00:00,,NT - General,Medium,Low,7401,Within SLA,0:00:00,7107,Incident,Low
2/1/23 14:46,2/1/23 7:00,,96570,2/20/23 17:00,0:00:00,,SD - FT - Technician Assistants,Low,Low,6617,Within SLA,6:46:11,7107,Service Request,Low
2/2/23 12:36,2/1/23 7:37,,96571,2/1/23 8:00,0:00:00,,SD - SS - Checkouts,Low,Medium,5572,SLA Violated,3:46:36,7107,Service Request,High
2/2/23 9:35,2/1/23 7:57,Institutional Research and Effectiveness,96572,2/22/23 8:25,0:00:00,,SD - FT - Employee Software Support,Low,Low,1994,Within SLA,1:10:43,7107,Incident,Low
2/1/23 8:54,2/1/23 7:59,Information Technology Services,96573,2/1/23 16:00,0:00:00,,NT - General,Medium,Urgent,2101,Within SLA,0:54:53,7107,Service Request,High
2/1/23 9:22,2/1/23 8:05,Information Technology Services,96574,2/3/23 8:05,0:00:00,,NT - General,Medium,High,2101,Within SLA,1:17:15,7107,Service Request,High
2/2/23 11:34,2/1/23 9:01,Admissions,96576,2/22/23 10:18,1:16:02,Within SLA,SD - FT - Employee Software Support,Low,Low,2181,Within SLA,1:16:02,7274,Incident,Low
2/1/23 11:37,2/1/23 9:32,Registrar,96577,3/15/23 9:33,0:00:00,,NT - General,Medium,Low,2965,Within SLA,2:05:19,7107,Incident,Low
2/1/23 11:37,2/1/23 9:50,Registrar,96578,3/15/23 9:50,0:00:00,,NT - General,Medium,Low,2965,Within SLA,1:47:38,7107,Incident,Low
2/1/23 11:37,2/1/23 10:06,Registrar,96579,3/15/23 10:06,0:00:00,,NT - General,Medium,Low,2965,Within SLA,1:31:39,7107,Incident,Low
2/1/23 10:30,2/1/23 10:30,,96580,3/15/23 10:30,0:00:00,,NT - General,Medium,Low,7401,Within SLA,0:00:01,7107,Incident,Low
2/1/23 11:52,2/1/23 10:42,Registrar,96581,3/15/23 10:43,0:00:00,,NT - General,Medium,Low,2965,Within SLA,1:09:25,7107,Incident,Low
2/24/23 17:34,2/1/23 10:54,Admissions,96582,2/7/23 10:54,6:05:33,Within SLA,SD - FT - Employee Hardware Support,Low,High,5305,SLA Violated,150:05:33,7274,Incident,Low
2/7/23 17:35,2/1/23 11:03,Academic Affairs,96583,2/22/23 11:20,0:13:53,Within SLA,SD - FT - Employee Mobile Devices ,Low,Low,1912,Within SLA,32:40:02,7274,Incident,Low
2/2/23 12:36,2/1/23 11:03,,96584,2/1/23 12:00,0:00:00,,SD - SS - Checkouts,Low,Medium,5912,Within SLA,0:34:58,7107,Service Request,High
2/1/23 11:10,2/1/23 11:04,,96585,2/1/23 12:00,0:00:00,,SD - SS - Checkouts,Low,Medium,5912,Within SLA,0:05:57,7107,Service Request,High
2/1/23 11:10,2/1/23 11:06,,96586,2/1/23 12:00,0:00:00,,SD - SS - Checkouts,Low,Medium,5912,Within SLA,0:04:08,7107,Service Request,High
2/24/23 8:34,2/1/23 11:26,Controller's Office,96587,2/7/23 11:26,0:35:39,Within SLA,SD - FT - Employee Hardware Support,Low,High,9526,SLA Violated,140:49:41,7107,Incident,Low
2/3/23 8:35,2/1/23 12:01,Institutional Advancement and Development,96588,2/22/23 12:05,1:19:15,Within SLA,SD - FT - Employee Software Support,Low,Low,1117,Within SLA,5:30:18,7107,Incident,Low
2/1/23 12:30,2/1/23 12:30,,96589,3/15/23 12:30,0:00:00,,NT - General,Medium,Low,7401,Within SLA,0:00:01,7107,Incident,Low
2/1/23 14:39,2/1/23 12:58,Strategic Communications,96590,2/21/23 12:58,0:00:00,,SD - ES - Event Support,Low,Low,5310,Within SLA,1:41:26,9243,Incident,Low
2/1/23 13:21,2/1/23 13:20,,96592,3/15/23 13:20,0:00:00,,NT - General,Medium,Low,9342,Within SLA,0:01:18,7107,Incident,Low
2/1/23 13:21,2/1/23 13:20,Information Technology Services,96593,3/15/23 13:20,0:00:00,,NT - General,Medium,Low,4045,Within SLA,0:01:08,7107,Incident,Low
2/2/23 17:34,2/1/23 13:52,Facilities,96594,2/22/23 13:53,0:00:00,,SD - FT - Employee Hardware Support,Low,Low,2723,Within SLA,3:07:58,7274,Incident,Low
2/4/23 13:34,2/1/23 13:52,Facilities,96595,2/2/23 12:52,10:58:48,SLA Violated,NT - General,Medium,Urgent,2723,SLA Violated,16:51:40,7107,Incident,Low
2/1/23 15:26,2/1/23 13:52,Facilities,96596,7/8/24 15:26,0:00:00,,AD - General,Low,Low,2723,Within SLA,1:34:41,8674,Incident,Low
2/3/23 8:35,2/1/23 14:37,Information Technology Services,96598,2/22/23 14:51,0:00:00,,SD - FT - Employee Software Support,Low,Low,3761,Within SLA,2:44:14,7107,Incident,Low
2/7/23 10:34,2/1/23 14:45,Student Life,96599,2/11/23 23:59,11:46:27,Within SLA,SD - FT - Employee Software Support,Low,Low,4398,Within SLA,22:20:17,7107,Incident,Medium
2/1/23 14:50,2/1/23 14:50,,96601,3/15/23 14:50,0:00:00,,NT - General,Medium,Low,7401,Within SLA,0:00:01,7107,Incident,Low
,2/1/23 14:52,Information Technology Services,96602,3/15/23 14:53,94:50:23,SLA Violated,NT - General,Medium,Low,3761,,,2168,Incident,Low
2/1/23 15:48,2/1/23 15:42,,96603,2/21/23 15:43,0:00:00,,SD - FT - Employee Software Support,Low,Low,4126,Within SLA,0:05:25,7274,Incident,Low
3/8/23 16:34,2/1/23 16:07,Information Technology Services,96604,3/21/23 8:32,0:00:00,,NT - General,Medium,Low,3761,Within SLA,197:02:48,7107,Incident,Low
2/1/23 17:30,2/1/23 17:30,,96605,3/15/23 17:00,0:00:00,,NT - General,Medium,Low,7401,Within SLA,0:00:00,7107,Incident,Low
2/7/23 14:35,2/1/23 22:29,English,96606,2/15/23 14:16,0:00:00,,SD - DC - Graphic Design,Low,Medium,8539,Within SLA,9:19:27,7107,Service Request,Low
2/2/23 11:01,2/2/23 2:05,,96607,3/16/23 8:00,0:00:00,,NT - General,Medium,Low,9070,Within SLA,3:01:57,7107,Incident,Low
2/2/23 8:28,2/2/23 7:59,Information Technology Services,96609,2/2/23 16:00,0:00:00,,NT - General,Medium,Urgent,2101,Within SLA,0:28:57,7107,Service Request,High
2/3/23 8:35,2/2/23 8:18,Eagle Outlet and CPO,96610,2/23/23 8:24,0:11:02,Within SLA,SD - FT - Card System (Transact),Low,Low,9564,Within SLA,0:11:02,7107,Incident,Low
2/17/23 13:34,2/2/23 8:40,Institutional Research and Effectiveness,96611,2/15/23 17:00,0:00:00,,SD - SS - Checkouts,Low,Medium,6236,SLA Violated,94:33:57,7107,Service Request,High
2/9/23 12:34,2/2/23 9:29,Controller's Office,96612,3/17/23 10:17,27:24:50,Within SLA,NT - General,Medium,Low,4160,Within SLA,38:17:58,7107,Incident,Low
2/3/23 16:34,2/2/23 9:32,Controller's Office,96614,3/17/23 10:19,0:16:39,Within SLA,NT - General,Medium,Low,4160,Within SLA,6:15:14,7107,Incident,Low
2/7/23 15:35,2/2/23 9:38,,96615,2/23/23 10:04,0:00:00,,SD - SS - Student Support,Medium,Low,4694,Within SLA,23:31:19,7107,Incident,Low
2/9/23 9:34,2/2/23 9:44,Art and Design,96616,2/23/23 10:44,2:25:19,Within SLA,SD - LS - Maintenance and Deployments,Low,Low,6669,Within SLA,34:50:38,1344,Incident,Low
2/4/23 14:34,2/2/23 10:08,English,96617,2/22/23 12:51,0:00:00,,SD - LS - Emergencies,Low,Low,9391,Within SLA,13:09:44,1344,Incident,Low
3/23/23 11:35,2/2/23 10:21,Adult Professional Studies,96618,2/8/23 10:21,18:20:38,Within SLA,SD - FT - Employee Hardware Support,Low,High,1912,SLA Violated,306:32:42,7274,Incident,Low
2/2/23 10:30,2/2/23 10:30,,96619,3/16/23 10:30,0:00:00,,NT - General,Medium,Low,7401,Within SLA,0:00:02,7107,Incident,Low
